"Date","Time","pH","MINUTES"
"29/09/2014","15:55:34",24.93,7755355
"29/09/2014","15:56:25",24.95,7755356
"29/09/2014","15:56:30",24.95,7755356
"29/09/2014","15:56:35",24.95,7755356
"29/09/2014","15:56:40",24.95,7755356
"29/09/2014","15:56:45",24.95,7755356
"29/09/2014","15:57:35",24.97,7755357
"29/09/2014","15:57:40",24.98,7755357
"29/09/2014","15:57:45",24.98,7755357
"29/09/2014","15:57:50",24.98,7755357
"29/09/2014","15:57:55",24.96,7755357
"29/09/2014","15:58:45",25,7755358
"29/09/2014","15:58:50",25.01,7755358
"29/09/2014","15:58:55",25,7755358
"29/09/2014","15:59:00",25.01,7755359
"29/09/2014","15:59:05",25.01,7755359
"29/09/2014","15:59:55",25.04,7755359
"29/09/2014","16:00:00",25.04,7755360
"29/09/2014","16:00:05",25.04,7755360
"29/09/2014","16:00:10",25.04,7755360
"29/09/2014","16:00:15",25.04,7755360
"29/09/2014","16:01:06",25.07,7755361
"29/09/2014","16:01:11",25.07,7755361
"29/09/2014","16:01:16",25.08,7755361
"29/09/2014","16:01:21",25.08,7755361
"29/09/2014","16:01:26",25.07,7755361
"29/09/2014","16:02:16",25.11,7755362
"29/09/2014","16:02:21",25.12,7755362
"29/09/2014","16:02:26",25.12,7755362
"29/09/2014","16:02:31",25.13,7755362
"29/09/2014","16:02:36",25.13,7755362
"29/09/2014","16:03:26",25.16,7755363
"29/09/2014","16:03:31",25.17,7755363
"29/09/2014","16:03:36",25.17,7755363
"29/09/2014","16:03:41",25.18,7755363
"29/09/2014","16:03:46",25.18,7755363
"29/09/2014","16:04:36",25.21,7755364
"29/09/2014","16:04:41",25.21,7755364
"29/09/2014","16:04:46",25.2,7755364
"29/09/2014","16:04:51",25.21,7755364
"29/09/2014","16:04:56",25.21,7755364
"29/09/2014","16:05:47",25.23,7755365
"29/09/2014","16:05:52",25.24,7755365
"29/09/2014","16:05:57",25.24,7755365
"29/09/2014","16:06:02",25.24,7755366
"29/09/2014","16:06:07",25.24,7755366
"29/09/2014","16:06:57",25.27,7755366
"29/09/2014","16:07:02",25.27,7755367
"29/09/2014","16:07:07",25.27,7755367
"29/09/2014","16:07:12",25.28,7755367
"29/09/2014","16:07:17",25.27,7755367
"29/09/2014","16:07:22",25.27,7755367
"29/09/2014","16:08:12",25.31,7755368
"29/09/2014","16:08:17",25.3,7755368
"29/09/2014","16:08:22",25.32,7755368
"29/09/2014","16:08:27",25.32,7755368
"29/09/2014","16:08:32",25.32,7755368
"29/09/2014","16:09:22",25.33,7755369
"29/09/2014","16:09:27",25.33,7755369
"29/09/2014","16:09:32",25.33,7755369
"29/09/2014","16:09:37",25.33,7755369
"29/09/2014","16:09:43",25.33,7755369
"29/09/2014","16:10:33",25.33,7755370
"29/09/2014","16:10:38",25.32,7755370
"29/09/2014","16:10:43",25.3,7755370
"29/09/2014","16:10:48",25.3,7755370
"29/09/2014","16:10:53",25.29,7755370
"29/09/2014","16:11:43",25.26,7755371
"29/09/2014","16:11:48",25.25,7755371
"29/09/2014","16:11:53",25.26,7755371
"29/09/2014","16:11:58",25.26,7755371
"29/09/2014","16:12:03",25.25,7755372
"29/09/2014","16:12:53",25.24,7755372
"29/09/2014","16:12:58",25.24,7755372
"29/09/2014","16:13:03",25.24,7755373
"29/09/2014","16:13:08",25.23,7755373
"29/09/2014","16:13:13",25.23,7755373
"29/09/2014","16:14:03",25.23,7755374
"29/09/2014","16:14:08",25.22,7755374
"29/09/2014","16:14:13",25.21,7755374
"29/09/2014","16:14:18",25.22,7755374
"29/09/2014","16:14:23",25.22,7755374
"29/09/2014","16:15:14",25.23,7755375
"29/09/2014","16:15:19",25.24,7755375
"29/09/2014","16:15:24",25.23,7755375
"29/09/2014","16:15:29",25.23,7755375
"29/09/2014","16:15:34",25.23,7755375
"29/09/2014","16:16:24",25.22,7755376
"29/09/2014","16:16:29",25.21,7755376
"29/09/2014","16:16:34",25.2,7755376
"29/09/2014","16:16:39",25.21,7755376
"29/09/2014","16:16:44",25.22,7755376
"29/09/2014","16:17:34",25.21,7755377
"29/09/2014","16:17:39",25.21,7755377
"29/09/2014","16:17:44",25.21,7755377
"29/09/2014","16:17:49",25.2,7755377
"29/09/2014","16:17:54",25.21,7755377
"29/09/2014","16:18:44",25.2,7755378
"29/09/2014","16:18:49",25.2,7755378
"29/09/2014","16:18:54",25.2,7755378
"29/09/2014","16:18:59",25.19,7755378
"29/09/2014","16:19:04",25.2,7755379
"29/09/2014","16:19:09",25.2,7755379
"29/09/2014","16:20:00",25.2,7755380
"29/09/2014","16:20:05",25.2,7755380
"29/09/2014","16:20:10",25.19,7755380
"29/09/2014","16:20:15",25.19,7755380
"29/09/2014","16:20:20",25.2,7755380
"29/09/2014","16:21:10",25.18,7755381
"29/09/2014","16:21:15",25.18,7755381
"29/09/2014","16:21:20",25.18,7755381
"29/09/2014","16:21:25",25.18,7755381
"29/09/2014","16:21:30",25.19,7755381
"29/09/2014","16:22:20",25.19,7755382
"29/09/2014","16:22:25",25.18,7755382
"29/09/2014","16:22:30",25.18,7755382
"29/09/2014","16:22:35",25.18,7755382
"29/09/2014","16:22:40",25.18,7755382
"29/09/2014","16:23:30",25.17,7755383
"29/09/2014","16:23:35",25.17,7755383
"29/09/2014","16:23:40",25.17,7755383
"29/09/2014","16:23:45",25.17,7755383
"29/09/2014","16:23:50",25.16,7755383
"29/09/2014","16:24:41",25.17,7755384
"29/09/2014","16:24:46",25.16,7755384
"29/09/2014","16:24:51",25.16,7755384
"29/09/2014","16:24:56",25.16,7755384
"29/09/2014","16:25:01",25.15,7755385
"29/09/2014","16:25:51",25.16,7755385
"29/09/2014","16:25:56",25.16,7755385
"29/09/2014","16:26:01",25.16,7755386
"29/09/2014","16:26:06",25.16,7755386
"29/09/2014","16:26:11",25.16,7755386
"29/09/2014","16:27:01",25.17,7755387
"29/09/2014","16:27:06",25.17,7755387
"29/09/2014","16:27:11",25.16,7755387
"29/09/2014","16:27:16",25.16,7755387
"29/09/2014","16:27:21",25.16,7755387
"29/09/2014","16:28:11",25.16,7755388
"29/09/2014","16:28:16",25.16,7755388
"29/09/2014","16:28:21",25.17,7755388
"29/09/2014","16:28:27",25.17,7755388
"29/09/2014","16:28:31",25.17,7755388
"29/09/2014","16:28:36",25.16,7755388
"29/09/2014","16:29:27",25.17,7755389
"29/09/2014","16:29:32",25.17,7755389
"29/09/2014","16:29:37",25.17,7755389
"29/09/2014","16:29:42",25.17,7755389
"29/09/2014","16:29:47",25.17,7755389
"29/09/2014","16:30:37",25.17,7755390
"29/09/2014","16:30:42",25.17,7755390
"29/09/2014","16:30:47",25.17,7755390
"29/09/2014","16:30:52",25.17,7755390
"29/09/2014","16:30:57",25.17,7755390
"29/09/2014","16:31:47",25.17,7755391
"29/09/2014","16:31:52",25.17,7755391
"29/09/2014","16:31:57",25.17,7755391
"29/09/2014","16:32:02",25.17,7755392
"29/09/2014","16:32:07",25.17,7755392
"29/09/2014","16:32:58",25.17,7755392
"29/09/2014","16:33:03",25.16,7755393
"29/09/2014","16:33:08",25.17,7755393
"29/09/2014","16:33:13",25.18,7755393
"29/09/2014","16:33:18",25.18,7755393
"29/09/2014","16:34:08",25.17,7755394
"29/09/2014","16:34:13",25.18,7755394
"29/09/2014","16:34:18",25.17,7755394
"29/09/2014","16:34:23",25.17,7755394
"29/09/2014","16:34:28",25.17,7755394
"29/09/2014","16:35:18",25.16,7755395
"29/09/2014","16:35:23",25.16,7755395
"29/09/2014","16:35:28",25.18,7755395
"29/09/2014","16:35:33",25.18,7755395
"29/09/2014","16:35:38",25.17,7755395
"29/09/2014","16:36:29",25.16,7755396
"29/09/2014","16:36:34",25.16,7755396
"29/09/2014","16:36:39",25.18,7755396
"29/09/2014","16:36:44",25.17,7755396
"29/09/2014","16:36:49",25.18,7755396
"29/09/2014","16:37:39",25.19,7755397
"29/09/2014","16:37:44",25.19,7755397
"29/09/2014","16:37:49",25.18,7755397
"29/09/2014","16:37:54",25.18,7755397
"29/09/2014","16:37:59",25.19,7755397
"29/09/2014","16:38:49",25.21,7755398
"29/09/2014","16:38:54",25.21,7755398
"29/09/2014","16:38:59",25.23,7755398
"29/09/2014","16:39:04",25.23,7755399
"29/09/2014","16:39:09",25.22,7755399
"29/09/2014","16:39:14",25.22,7755399
"29/09/2014","16:40:04",25.27,7755400
"29/09/2014","16:40:09",25.27,7755400
"29/09/2014","16:40:14",25.26,7755400
"29/09/2014","16:40:19",25.27,7755400
"29/09/2014","16:40:24",25.28,7755400
"29/09/2014","16:41:15",25.29,7755401
"29/09/2014","16:41:20",25.29,7755401
"29/09/2014","16:41:25",25.29,7755401
"29/09/2014","16:41:30",25.29,7755401
"29/09/2014","16:41:35",25.29,7755401
"29/09/2014","16:42:25",25.33,7755402
"29/09/2014","16:42:30",25.32,7755402
"29/09/2014","16:42:35",25.32,7755402
"29/09/2014","16:42:40",25.31,7755402
"29/09/2014","16:42:45",25.32,7755402
"29/09/2014","16:43:35",25.35,7755403
"29/09/2014","16:43:40",25.37,7755403
"29/09/2014","16:43:45",25.36,7755403
"29/09/2014","16:43:50",25.37,7755403
"29/09/2014","16:43:55",25.36,7755403
"29/09/2014","16:44:46",25.41,7755404
"29/09/2014","16:44:51",25.41,7755404
"29/09/2014","16:44:56",25.42,7755404
"29/09/2014","16:45:01",25.42,7755405
"29/09/2014","16:45:06",25.42,7755405
"29/09/2014","16:45:56",25.43,7755405
"29/09/2014","16:46:01",25.44,7755406
"29/09/2014","16:46:06",25.44,7755406
"29/09/2014","16:46:11",25.44,7755406
"29/09/2014","16:46:16",25.45,7755406
"29/09/2014","16:47:06",25.46,7755407
"29/09/2014","16:47:11",25.45,7755407
"29/09/2014","16:47:16",25.45,7755407
"29/09/2014","16:47:21",25.46,7755407
"29/09/2014","16:47:26",25.45,7755407
"29/09/2014","16:48:17",25.45,7755408
"29/09/2014","16:48:22",25.45,7755408
"29/09/2014","16:48:27",25.46,7755408
"29/09/2014","16:48:32",25.45,7755408
"29/09/2014","16:48:37",25.45,7755408
"29/09/2014","16:49:27",25.44,7755409
"29/09/2014","16:49:32",25.44,7755409
"29/09/2014","16:49:37",25.43,7755409
"29/09/2014","16:49:42",25.44,7755409
"29/09/2014","16:49:47",25.44,7755409
"29/09/2014","16:50:37",25.41,7755410
"29/09/2014","16:50:42",25.4,7755410
"29/09/2014","16:50:47",25.4,7755410
"29/09/2014","16:50:52",25.39,7755410
"29/09/2014","16:50:57",25.39,7755410
"29/09/2014","16:51:48",25.36,7755411
"29/09/2014","16:51:53",25.36,7755411
"29/09/2014","16:51:58",25.33,7755411
"29/09/2014","16:52:03",25.33,7755412
"29/09/2014","16:52:08",25.33,7755412
"29/09/2014","16:52:58",25.3,7755412
"29/09/2014","16:53:03",25.3,7755413
"29/09/2014","16:53:08",25.29,7755413
"29/09/2014","16:53:13",25.29,7755413
"29/09/2014","16:53:18",25.27,7755413
"29/09/2014","16:53:23",25.26,7755413
"29/09/2014","16:54:13",25.25,7755414
"29/09/2014","16:54:18",25.25,7755414
"29/09/2014","16:54:23",25.25,7755414
"29/09/2014","16:54:28",25.24,7755414
"29/09/2014","16:54:33",25.24,7755414
"29/09/2014","16:55:23",25.23,7755415
"29/09/2014","16:55:28",25.22,7755415
"29/09/2014","16:55:33",25.23,7755415
"29/09/2014","16:55:39",25.23,7755415
"29/09/2014","16:55:44",25.22,7755415
"29/09/2014","16:56:34",25.22,7755416
"29/09/2014","16:56:39",25.22,7755416
"29/09/2014","16:56:44",25.22,7755416
"29/09/2014","16:56:49",25.21,7755416
"29/09/2014","16:56:54",25.21,7755416
"29/09/2014","16:57:44",25.2,7755417
"29/09/2014","16:57:49",25.2,7755417
"29/09/2014","16:57:54",25.21,7755417
"29/09/2014","16:57:59",25.2,7755417
"29/09/2014","16:58:04",25.2,7755418
"29/09/2014","16:58:54",25.19,7755418
"29/09/2014","16:58:59",25.18,7755418
"29/09/2014","16:59:04",25.19,7755419
"29/09/2014","16:59:09",25.19,7755419
"29/09/2014","16:59:15",25.19,7755419
"29/09/2014","17:00:05",25.18,7755420
"29/09/2014","17:00:10",25.18,7755420
"29/09/2014","17:00:15",25.18,7755420
"29/09/2014","17:00:20",25.17,7755420
"29/09/2014","17:00:25",25.18,7755420
"29/09/2014","17:01:15",25.17,7755421
"29/09/2014","17:01:20",25.17,7755421
"29/09/2014","17:01:25",25.17,7755421
"29/09/2014","17:01:30",25.17,7755421
"29/09/2014","17:01:35",25.18,7755421
"29/09/2014","17:02:25",25.17,7755422
"29/09/2014","17:02:30",25.16,7755422
"29/09/2014","17:02:35",25.16,7755422
"29/09/2014","17:02:40",25.16,7755422
"29/09/2014","17:02:45",25.16,7755422
"29/09/2014","17:03:36",25.16,7755423
"29/09/2014","17:03:41",25.16,7755423
"29/09/2014","17:03:46",25.16,7755423
"29/09/2014","17:03:51",25.15,7755423
"29/09/2014","17:03:56",25.15,7755423
"29/09/2014","17:04:46",25.15,7755424
"29/09/2014","17:04:51",25.15,7755424
"29/09/2014","17:04:56",25.15,7755424
"29/09/2014","17:05:01",25.15,7755425
"29/09/2014","17:05:06",25.15,7755425
"29/09/2014","17:05:11",25.15,7755425
"29/09/2014","17:06:01",25.15,7755426
"29/09/2014","17:06:06",25.14,7755426
"29/09/2014","17:06:11",25.14,7755426
"29/09/2014","17:06:16",25.14,7755426
"29/09/2014","17:06:21",25.15,7755426
"29/09/2014","17:07:11",25.16,7755427
"29/09/2014","17:07:17",25.15,7755427
"29/09/2014","17:07:22",25.15,7755427
"29/09/2014","17:07:27",25.15,7755427
"29/09/2014","17:07:32",25.15,7755427
"29/09/2014","17:08:22",25.15,7755428
"29/09/2014","17:08:27",25.15,7755428
"29/09/2014","17:08:32",25.14,7755428
"29/09/2014","17:08:37",25.14,7755428
"29/09/2014","17:08:42",25.15,7755428
"29/09/2014","17:09:32",25.14,7755429
"29/09/2014","17:09:37",25.12,7755429
"29/09/2014","17:09:42",25.13,7755429
"29/09/2014","17:09:47",25.13,7755429
"29/09/2014","17:09:52",25.13,7755429
"29/09/2014","17:10:42",25.14,7755430
"29/09/2014","17:10:47",25.14,7755430
"29/09/2014","17:10:52",25.14,7755430
"29/09/2014","17:10:57",25.14,7755430
"29/09/2014","17:11:02",25.14,7755431
"29/09/2014","17:11:53",25.13,7755431
"29/09/2014","17:11:58",25.13,7755431
"29/09/2014","17:12:03",25.13,7755432
"29/09/2014","17:12:08",25.13,7755432
"29/09/2014","17:12:13",25.13,7755432
"29/09/2014","17:13:03",25.13,7755433
"29/09/2014","17:13:08",25.13,7755433
"29/09/2014","17:13:13",25.14,7755433
"29/09/2014","17:13:18",25.14,7755433
"29/09/2014","17:13:23",25.14,7755433
"29/09/2014","17:13:28",25.12,7755433
"29/09/2014","17:14:18",25.14,7755434
"29/09/2014","17:14:23",25.14,7755434
"29/09/2014","17:14:28",25.14,7755434
"29/09/2014","17:14:33",25.14,7755434
"29/09/2014","17:14:38",25.14,7755434
"29/09/2014","17:15:28",25.14,7755435
"29/09/2014","17:15:33",25.14,7755435
"29/09/2014","17:15:39",25.14,7755435
"29/09/2014","17:15:44",25.15,7755435
"29/09/2014","17:15:49",25.14,7755435
"29/09/2014","17:16:39",25.16,7755436
"29/09/2014","17:16:44",25.16,7755436
"29/09/2014","17:16:49",25.16,7755436
"29/09/2014","17:16:54",25.15,7755436
"29/09/2014","17:16:59",25.15,7755436
"29/09/2014","17:17:49",25.18,7755437
"29/09/2014","17:17:54",25.18,7755437
"29/09/2014","17:17:59",25.18,7755437
"29/09/2014","17:18:04",25.19,7755438
"29/09/2014","17:18:09",25.2,7755438
"29/09/2014","17:18:59",25.23,7755438
"29/09/2014","17:19:04",25.23,7755439
"29/09/2014","17:19:09",25.22,7755439
"29/09/2014","17:19:14",25.23,7755439
"29/09/2014","17:19:19",25.23,7755439
"29/09/2014","17:20:10",25.27,7755440
"29/09/2014","17:20:15",25.26,7755440
"29/09/2014","17:20:20",25.26,7755440
"29/09/2014","17:20:25",25.26,7755440
"29/09/2014","17:20:30",25.27,7755440
"29/09/2014","17:21:20",25.28,7755441
"29/09/2014","17:21:25",25.29,7755441
"29/09/2014","17:21:30",25.29,7755441
"29/09/2014","17:21:35",25.29,7755441
"29/09/2014","17:21:40",25.3,7755441
"29/09/2014","17:22:30",25.3,7755442
"29/09/2014","17:22:35",25.3,7755442
"29/09/2014","17:22:40",25.31,7755442
"29/09/2014","17:22:45",25.3,7755442
"29/09/2014","17:22:50",25.31,7755442
"29/09/2014","17:23:40",25.32,7755443
"29/09/2014","17:23:45",25.32,7755443
"29/09/2014","17:23:50",25.32,7755443
"29/09/2014","17:23:55",25.32,7755443
"29/09/2014","17:24:01",25.32,7755444
"29/09/2014","17:24:06",25.33,7755444
"29/09/2014","17:24:56",25.32,7755444
"29/09/2014","17:25:01",25.32,7755445
"29/09/2014","17:25:06",25.32,7755445
"29/09/2014","17:25:11",25.32,7755445
"29/09/2014","17:25:16",25.32,7755445
"29/09/2014","17:26:06",25.3,7755446
"29/09/2014","17:26:11",25.3,7755446
"29/09/2014","17:26:16",25.29,7755446
"29/09/2014","17:26:21",25.29,7755446
"29/09/2014","17:26:26",25.3,7755446
"29/09/2014","17:27:16",25.28,7755447
"29/09/2014","17:27:21",25.28,7755447
"29/09/2014","17:27:26",25.26,7755447
"29/09/2014","17:27:31",25.26,7755447
"29/09/2014","17:27:36",25.27,7755447
"29/09/2014","17:28:27",25.22,7755448
"29/09/2014","17:28:32",25.22,7755448
"29/09/2014","17:28:37",25.23,7755448
"29/09/2014","17:28:42",25.22,7755448
"29/09/2014","17:28:47",25.21,7755448
"29/09/2014","17:29:37",25.16,7755449
"29/09/2014","17:29:42",25.16,7755449
"29/09/2014","17:29:47",25.14,7755449
"29/09/2014","17:29:52",25.15,7755449
"29/09/2014","17:29:57",25.14,7755449
"29/09/2014","17:30:47",25.08,7755450
"29/09/2014","17:30:52",25.08,7755450
"29/09/2014","17:30:57",25.07,7755450
"29/09/2014","17:31:02",25.06,7755451
"29/09/2014","17:31:07",25.05,7755451
"29/09/2014","17:31:57",25.02,7755451
"29/09/2014","17:32:02",25.02,7755452
"29/09/2014","17:32:07",25.02,7755452
"29/09/2014","17:32:12",25.02,7755452
"29/09/2014","17:32:17",25.02,7755452
"29/09/2014","17:33:08",25,7755453
"29/09/2014","17:33:13",25.01,7755453
"29/09/2014","17:33:18",25,7755453
"29/09/2014","17:33:23",25.01,7755453
"29/09/2014","17:33:28",25.01,7755453
"29/09/2014","17:33:33",25.01,7755453
"29/09/2014","17:34:23",25,7755454
"29/09/2014","17:34:28",25.01,7755454
"29/09/2014","17:34:33",25.01,7755454
"29/09/2014","17:34:38",25.01,7755454
"29/09/2014","17:34:43",25.01,7755454
"29/09/2014","17:35:33",25.01,7755455
"29/09/2014","17:35:38",25.01,7755455
"29/09/2014","17:35:43",25.02,7755455
"29/09/2014","17:35:48",25.03,7755455
"29/09/2014","17:35:53",25.03,7755455
"29/09/2014","17:36:44",25.03,7755456
"29/09/2014","17:36:49",25.02,7755456
"29/09/2014","17:36:54",25.02,7755456
"29/09/2014","17:36:59",25.02,7755456
"29/09/2014","17:37:04",25.02,7755457
"29/09/2014","17:37:54",25.02,7755457
"29/09/2014","17:37:59",25.02,7755457
"29/09/2014","17:38:04",25.02,7755458
"29/09/2014","17:38:09",25.01,7755458
"29/09/2014","17:38:14",25.01,7755458
"29/09/2014","17:39:04",25,7755459
"29/09/2014","17:39:09",25.01,7755459
"29/09/2014","17:39:14",25.01,7755459
"29/09/2014","17:39:19",25.01,7755459
"29/09/2014","17:39:24",25.01,7755459
"29/09/2014","17:40:14",24.99,7755460
"29/09/2014","17:40:19",25,7755460
"29/09/2014","17:40:24",24.99,7755460
"29/09/2014","17:40:29",25,7755460
"29/09/2014","17:40:34",25,7755460
"29/09/2014","17:41:25",24.99,7755461
"29/09/2014","17:41:30",24.98,7755461
"29/09/2014","17:41:35",24.98,7755461
"29/09/2014","17:41:40",24.98,7755461
"29/09/2014","17:41:45",24.98,7755461
"29/09/2014","17:42:35",24.98,7755462
"29/09/2014","17:42:40",24.98,7755462
"29/09/2014","17:42:45",24.98,7755462
"29/09/2014","17:42:50",24.98,7755462
"29/09/2014","17:42:55",24.97,7755462
"29/09/2014","17:43:45",24.96,7755463
"29/09/2014","17:43:50",24.96,7755463
"29/09/2014","17:43:55",24.96,7755463
"29/09/2014","17:44:00",24.96,7755464
"29/09/2014","17:44:05",24.96,7755464
"29/09/2014","17:44:56",24.96,7755464
"29/09/2014","17:45:01",24.96,7755465
"29/09/2014","17:45:06",24.96,7755465
"29/09/2014","17:45:11",24.96,7755465
"29/09/2014","17:45:16",24.96,7755465
"29/09/2014","17:45:21",24.96,7755465
"29/09/2014","17:46:11",24.95,7755466
"29/09/2014","17:46:16",24.95,7755466
"29/09/2014","17:46:21",24.95,7755466
"29/09/2014","17:46:26",24.95,7755466
"29/09/2014","17:46:31",24.95,7755466
"29/09/2014","17:47:21",24.95,7755467
"29/09/2014","17:47:26",24.95,7755467
"29/09/2014","17:47:31",24.94,7755467
"29/09/2014","17:47:36",24.94,7755467
"29/09/2014","17:47:41",24.93,7755467
"29/09/2014","17:48:31",24.92,7755468
"29/09/2014","17:48:36",24.92,7755468
"29/09/2014","17:48:41",24.92,7755468
"29/09/2014","17:48:46",24.92,7755468
"29/09/2014","17:48:51",24.92,7755468
"29/09/2014","17:49:42",24.92,7755469
"29/09/2014","17:49:47",24.92,7755469
"29/09/2014","17:49:52",24.92,7755469
"29/09/2014","17:49:57",24.93,7755469
"29/09/2014","17:50:02",24.93,7755470
"29/09/2014","17:50:52",24.95,7755470
"29/09/2014","17:50:57",24.96,7755470
"29/09/2014","17:51:02",24.95,7755471
"29/09/2014","17:51:07",24.97,7755471
"29/09/2014","17:51:12",24.97,7755471
"29/09/2014","17:52:02",24.97,7755472
"29/09/2014","17:52:07",24.97,7755472
"29/09/2014","17:52:12",24.97,7755472
"29/09/2014","17:52:17",24.97,7755472
"29/09/2014","17:52:22",24.97,7755472
"29/09/2014","17:53:13",24.97,7755473
"29/09/2014","17:53:18",24.97,7755473
"29/09/2014","17:53:23",24.97,7755473
"29/09/2014","17:53:28",24.97,7755473
"29/09/2014","17:53:33",24.97,7755473
"29/09/2014","17:54:23",24.97,7755474
"29/09/2014","17:54:28",24.97,7755474
"29/09/2014","17:54:33",24.96,7755474
"29/09/2014","17:54:38",24.96,7755474
"29/09/2014","17:54:43",24.96,7755474
"29/09/2014","17:55:33",24.9,7755475
"29/09/2014","17:55:38",24.88,7755475
