"Date","Time","pH","MINUTES"
"29/09/2014","15:42:11",6.676,7755342
"29/09/2014","15:42:16",6.677,7755342
"29/09/2014","15:42:21",6.676,7755342
"29/09/2014","15:42:26",6.676,7755342
"29/09/2014","15:42:31",6.675,7755342
"29/09/2014","15:43:22",6.67,7755343
"29/09/2014","15:43:27",6.675,7755343
"29/09/2014","15:43:32",6.675,7755343
"29/09/2014","15:43:37",6.675,7755343
"29/09/2014","15:43:42",6.673,7755343
"29/09/2014","15:44:32",6.684,7755344
"29/09/2014","15:44:37",6.686,7755344
"29/09/2014","15:44:42",6.687,7755344
"29/09/2014","15:44:47",6.69,7755344
"29/09/2014","15:44:52",6.691,7755344
"29/09/2014","15:45:42",6.689,7755345
"29/09/2014","15:45:47",6.689,7755345
"29/09/2014","15:45:52",6.69,7755345
"29/09/2014","15:45:57",6.689,7755345
"29/09/2014","15:46:02",6.687,7755346
"29/09/2014","15:46:52",6.678,7755346
"29/09/2014","15:46:57",6.677,7755346
"29/09/2014","15:47:03",6.676,7755347
"29/09/2014","15:47:08",6.676,7755347
"29/09/2014","15:47:13",6.675,7755347
"29/09/2014","15:47:18",6.674,7755347
"29/09/2014","15:48:08",6.671,7755348
"29/09/2014","15:48:13",6.665,7755348
"29/09/2014","15:48:18",6.66,7755348
"29/09/2014","15:48:23",6.652,7755348
"29/09/2014","15:48:28",6.65,7755348
"29/09/2014","15:49:18",6.465,7755349
"29/09/2014","15:49:23",6.356,7755349
"29/09/2014","15:49:28",6.4,7755349
"29/09/2014","15:49:33",6.479,7755349
"29/09/2014","15:49:38",6.522,7755349
"29/09/2014","15:50:28",6.564,7755350
"29/09/2014","15:50:33",6.56,7755350
"29/09/2014","15:50:38",6.506,7755350
"29/09/2014","15:50:43",6.467,7755350
"29/09/2014","15:50:48",6.509,7755350
"29/09/2014","15:51:38",6.551,7755351
"29/09/2014","15:51:43",6.535,7755351
"29/09/2014","15:51:49",6.552,7755351
"29/09/2014","15:51:54",6.552,7755351
"29/09/2014","15:51:59",6.546,7755351
"29/09/2014","15:52:49",6.543,7755352
"29/09/2014","15:52:54",6.543,7755352
"29/09/2014","15:52:59",6.542,7755352
"29/09/2014","15:53:04",6.543,7755353
"29/09/2014","15:53:09",6.542,7755353
"29/09/2014","15:53:59",6.537,7755353
"29/09/2014","15:54:04",6.536,7755354
"29/09/2014","15:54:09",6.535,7755354
"29/09/2014","15:54:14",6.535,7755354
"29/09/2014","15:54:19",6.536,7755354
"29/09/2014","15:55:09",6.534,7755355
"29/09/2014","15:55:14",6.534,7755355
"29/09/2014","15:55:19",6.534,7755355
"29/09/2014","15:55:24",6.533,7755355
"29/09/2014","15:55:29",6.534,7755355
"29/09/2014","15:55:34",6.534,7755355
"29/09/2014","15:56:25",6.532,7755356
"29/09/2014","15:56:30",6.533,7755356
"29/09/2014","15:56:35",6.532,7755356
"29/09/2014","15:56:40",6.53,7755356
"29/09/2014","15:56:45",6.531,7755356
"29/09/2014","15:57:35",6.528,7755357
"29/09/2014","15:57:40",6.529,7755357
"29/09/2014","15:57:45",6.527,7755357
"29/09/2014","15:57:50",6.526,7755357
"29/09/2014","15:57:55",6.527,7755357
"29/09/2014","15:58:45",6.526,7755358
"29/09/2014","15:58:50",6.527,7755358
"29/09/2014","15:58:55",6.528,7755358
"29/09/2014","15:59:00",6.528,7755359
"29/09/2014","15:59:05",6.531,7755359
"29/09/2014","15:59:55",6.529,7755359
"29/09/2014","16:00:00",6.528,7755360
"29/09/2014","16:00:05",6.528,7755360
"29/09/2014","16:00:10",6.527,7755360
"29/09/2014","16:00:15",6.527,7755360
"29/09/2014","16:01:06",6.525,7755361
"29/09/2014","16:01:11",6.524,7755361
"29/09/2014","16:01:16",6.524,7755361
"29/09/2014","16:01:21",6.526,7755361
"29/09/2014","16:01:26",6.526,7755361
"29/09/2014","16:02:16",6.528,7755362
"29/09/2014","16:02:21",6.526,7755362
"29/09/2014","16:02:26",6.525,7755362
"29/09/2014","16:02:31",6.525,7755362
"29/09/2014","16:02:36",6.525,7755362
"29/09/2014","16:03:26",6.522,7755363
"29/09/2014","16:03:31",6.521,7755363
"29/09/2014","16:03:36",6.518,7755363
"29/09/2014","16:03:41",6.519,7755363
"29/09/2014","16:03:46",6.519,7755363
"29/09/2014","16:04:36",6.516,7755364
"29/09/2014","16:04:41",6.515,7755364
"29/09/2014","16:04:46",6.516,7755364
"29/09/2014","16:04:51",6.516,7755364
"29/09/2014","16:04:56",6.517,7755364
"29/09/2014","16:05:47",6.516,7755365
"29/09/2014","16:05:52",6.518,7755365
"29/09/2014","16:05:57",6.518,7755365
"29/09/2014","16:06:02",6.518,7755366
"29/09/2014","16:06:07",6.518,7755366
"29/09/2014","16:06:57",6.519,7755366
"29/09/2014","16:07:02",6.517,7755367
"29/09/2014","16:07:07",6.518,7755367
"29/09/2014","16:07:12",6.518,7755367
"29/09/2014","16:07:17",6.517,7755367
"29/09/2014","16:07:22",6.515,7755367
"29/09/2014","16:08:12",6.515,7755368
"29/09/2014","16:08:17",6.515,7755368
"29/09/2014","16:08:22",6.515,7755368
"29/09/2014","16:08:27",6.515,7755368
"29/09/2014","16:08:32",6.514,7755368
"29/09/2014","16:09:22",6.515,7755369
"29/09/2014","16:09:27",6.514,7755369
"29/09/2014","16:09:32",6.514,7755369
"29/09/2014","16:09:37",6.513,7755369
"29/09/2014","16:09:43",6.514,7755369
"29/09/2014","16:10:33",6.513,7755370
"29/09/2014","16:10:38",6.512,7755370
"29/09/2014","16:10:43",6.513,7755370
"29/09/2014","16:10:48",6.512,7755370
"29/09/2014","16:10:53",6.513,7755370
"29/09/2014","16:11:43",6.514,7755371
"29/09/2014","16:11:48",6.516,7755371
"29/09/2014","16:11:53",6.515,7755371
"29/09/2014","16:11:58",6.514,7755371
"29/09/2014","16:12:03",6.514,7755372
"29/09/2014","16:12:53",6.517,7755372
"29/09/2014","16:12:58",6.518,7755372
"29/09/2014","16:13:03",6.516,7755373
"29/09/2014","16:13:08",6.515,7755373
"29/09/2014","16:13:13",6.517,7755373
"29/09/2014","16:14:03",6.514,7755374
"29/09/2014","16:14:08",6.514,7755374
"29/09/2014","16:14:13",6.514,7755374
"29/09/2014","16:14:18",6.514,7755374
"29/09/2014","16:14:23",6.513,7755374
"29/09/2014","16:15:14",6.513,7755375
"29/09/2014","16:15:19",6.513,7755375
"29/09/2014","16:15:24",6.512,7755375
"29/09/2014","16:15:29",6.512,7755375
"29/09/2014","16:15:34",6.512,7755375
"29/09/2014","16:16:24",6.511,7755376
"29/09/2014","16:16:29",6.512,7755376
"29/09/2014","16:16:34",6.513,7755376
"29/09/2014","16:16:39",6.512,7755376
"29/09/2014","16:16:44",6.512,7755376
"29/09/2014","16:17:34",6.511,7755377
"29/09/2014","16:17:39",6.51,7755377
"29/09/2014","16:17:44",6.509,7755377
"29/09/2014","16:17:49",6.507,7755377
"29/09/2014","16:17:54",6.508,7755377
"29/09/2014","16:18:44",6.512,7755378
"29/09/2014","16:18:49",6.512,7755378
"29/09/2014","16:18:54",6.511,7755378
"29/09/2014","16:18:59",6.512,7755378
"29/09/2014","16:19:04",6.51,7755379
"29/09/2014","16:19:09",6.511,7755379
"29/09/2014","16:20:00",6.507,7755380
"29/09/2014","16:20:05",6.508,7755380
"29/09/2014","16:20:10",6.508,7755380
"29/09/2014","16:20:15",6.507,7755380
"29/09/2014","16:20:20",6.507,7755380
"29/09/2014","16:21:10",6.505,7755381
"29/09/2014","16:21:15",6.504,7755381
"29/09/2014","16:21:20",6.503,7755381
"29/09/2014","16:21:25",6.504,7755381
"29/09/2014","16:21:30",6.503,7755381
"29/09/2014","16:22:20",6.501,7755382
"29/09/2014","16:22:25",6.501,7755382
"29/09/2014","16:22:30",6.501,7755382
"29/09/2014","16:22:35",6.501,7755382
"29/09/2014","16:22:40",6.5,7755382
"29/09/2014","16:23:30",6.5,7755383
"29/09/2014","16:23:35",6.499,7755383
"29/09/2014","16:23:40",6.499,7755383
"29/09/2014","16:23:45",6.499,7755383
"29/09/2014","16:23:50",6.498,7755383
"29/09/2014","16:24:41",6.495,7755384
"29/09/2014","16:24:46",6.497,7755384
"29/09/2014","16:24:51",6.497,7755384
"29/09/2014","16:24:56",6.495,7755384
"29/09/2014","16:25:01",6.494,7755385
"29/09/2014","16:25:51",6.491,7755385
"29/09/2014","16:25:56",6.488,7755385
"29/09/2014","16:26:01",6.488,7755386
"29/09/2014","16:26:06",6.488,7755386
"29/09/2014","16:26:11",6.487,7755386
"29/09/2014","16:27:01",6.48,7755387
"29/09/2014","16:27:06",6.48,7755387
"29/09/2014","16:27:11",6.477,7755387
"29/09/2014","16:27:16",6.475,7755387
"29/09/2014","16:27:21",6.476,7755387
"29/09/2014","16:28:11",6.47,7755388
"29/09/2014","16:28:16",6.468,7755388
"29/09/2014","16:28:21",6.468,7755388
"29/09/2014","16:28:27",6.467,7755388
"29/09/2014","16:28:31",6.468,7755388
"29/09/2014","16:28:36",6.467,7755388
"29/09/2014","16:29:27",6.465,7755389
"29/09/2014","16:29:32",6.464,7755389
"29/09/2014","16:29:37",6.464,7755389
"29/09/2014","16:29:42",6.463,7755389
"29/09/2014","16:29:47",6.463,7755389
"29/09/2014","16:30:37",6.45,7755390
"29/09/2014","16:30:42",6.449,7755390
"29/09/2014","16:30:47",6.447,7755390
"29/09/2014","16:30:52",6.445,7755390
"29/09/2014","16:30:57",6.446,7755390
"29/09/2014","16:31:47",6.44,7755391
"29/09/2014","16:31:52",6.441,7755391
"29/09/2014","16:31:57",6.44,7755391
"29/09/2014","16:32:02",6.439,7755392
"29/09/2014","16:32:07",6.438,7755392
"29/09/2014","16:32:58",6.435,7755392
"29/09/2014","16:33:03",6.434,7755393
"29/09/2014","16:33:08",6.431,7755393
"29/09/2014","16:33:13",6.43,7755393
"29/09/2014","16:33:18",6.429,7755393
"29/09/2014","16:34:08",6.425,7755394
"29/09/2014","16:34:13",6.425,7755394
"29/09/2014","16:34:18",6.424,7755394
"29/09/2014","16:34:23",6.424,7755394
"29/09/2014","16:34:28",6.423,7755394
"29/09/2014","16:35:18",6.417,7755395
"29/09/2014","16:35:23",6.415,7755395
"29/09/2014","16:35:28",6.415,7755395
"29/09/2014","16:35:33",6.415,7755395
"29/09/2014","16:35:38",6.412,7755395
"29/09/2014","16:36:29",6.405,7755396
"29/09/2014","16:36:34",6.404,7755396
"29/09/2014","16:36:39",6.404,7755396
"29/09/2014","16:36:44",6.404,7755396
"29/09/2014","16:36:49",6.404,7755396
"29/09/2014","16:37:39",6.4,7755397
"29/09/2014","16:37:44",6.4,7755397
"29/09/2014","16:37:49",6.399,7755397
"29/09/2014","16:37:54",6.399,7755397
"29/09/2014","16:37:59",6.401,7755397
"29/09/2014","16:38:49",6.399,7755398
"29/09/2014","16:38:54",6.399,7755398
"29/09/2014","16:38:59",6.399,7755398
"29/09/2014","16:39:04",6.398,7755399
"29/09/2014","16:39:09",6.398,7755399
"29/09/2014","16:39:14",6.399,7755399
"29/09/2014","16:40:04",6.396,7755400
"29/09/2014","16:40:09",6.396,7755400
"29/09/2014","16:40:14",6.397,7755400
"29/09/2014","16:40:19",6.396,7755400
"29/09/2014","16:40:24",6.396,7755400
"29/09/2014","16:41:15",6.395,7755401
"29/09/2014","16:41:20",6.393,7755401
"29/09/2014","16:41:25",6.391,7755401
"29/09/2014","16:41:30",6.393,7755401
"29/09/2014","16:41:35",6.393,7755401
"29/09/2014","16:42:25",6.391,7755402
"29/09/2014","16:42:30",6.391,7755402
"29/09/2014","16:42:35",6.391,7755402
"29/09/2014","16:42:40",6.391,7755402
"29/09/2014","16:42:45",6.389,7755402
"29/09/2014","16:43:35",6.387,7755403
"29/09/2014","16:43:40",6.386,7755403
"29/09/2014","16:43:45",6.387,7755403
"29/09/2014","16:43:50",6.387,7755403
"29/09/2014","16:43:55",6.387,7755403
"29/09/2014","16:44:46",6.387,7755404
"29/09/2014","16:44:51",6.386,7755404
"29/09/2014","16:44:56",6.386,7755404
"29/09/2014","16:45:01",6.386,7755405
"29/09/2014","16:45:06",6.388,7755405
"29/09/2014","16:45:56",6.387,7755405
"29/09/2014","16:46:01",6.388,7755406
"29/09/2014","16:46:06",6.387,7755406
"29/09/2014","16:46:11",6.387,7755406
"29/09/2014","16:46:16",6.386,7755406
"29/09/2014","16:47:06",6.386,7755407
"29/09/2014","16:47:11",6.386,7755407
"29/09/2014","16:47:16",6.385,7755407
"29/09/2014","16:47:21",6.385,7755407
"29/09/2014","16:47:26",6.385,7755407
"29/09/2014","16:48:17",6.385,7755408
"29/09/2014","16:48:22",6.386,7755408
"29/09/2014","16:48:27",6.385,7755408
"29/09/2014","16:48:32",6.384,7755408
"29/09/2014","16:48:37",6.385,7755408
"29/09/2014","16:49:27",6.384,7755409
"29/09/2014","16:49:32",6.385,7755409
"29/09/2014","16:49:37",6.384,7755409
"29/09/2014","16:49:42",6.383,7755409
"29/09/2014","16:49:47",6.383,7755409
"29/09/2014","16:50:37",6.38,7755410
"29/09/2014","16:50:42",6.38,7755410
"29/09/2014","16:50:47",6.379,7755410
"29/09/2014","16:50:52",6.379,7755410
"29/09/2014","16:50:57",6.38,7755410
"29/09/2014","16:51:48",6.376,7755411
"29/09/2014","16:51:53",6.375,7755411
"29/09/2014","16:51:58",6.377,7755411
"29/09/2014","16:52:03",6.377,7755412
"29/09/2014","16:52:08",6.376,7755412
"29/09/2014","16:52:58",6.374,7755412
"29/09/2014","16:53:03",6.373,7755413
"29/09/2014","16:53:08",6.372,7755413
"29/09/2014","16:53:13",6.372,7755413
"29/09/2014","16:53:18",6.372,7755413
"29/09/2014","16:53:23",6.373,7755413
"29/09/2014","16:54:13",6.37,7755414
"29/09/2014","16:54:18",6.367,7755414
"29/09/2014","16:54:23",6.368,7755414
"29/09/2014","16:54:28",6.369,7755414
"29/09/2014","16:54:33",6.368,7755414
"29/09/2014","16:55:23",6.367,7755415
"29/09/2014","16:55:28",6.366,7755415
"29/09/2014","16:55:33",6.366,7755415
"29/09/2014","16:55:39",6.366,7755415
"29/09/2014","16:55:44",6.365,7755415
"29/09/2014","16:56:34",6.366,7755416
"29/09/2014","16:56:39",6.367,7755416
"29/09/2014","16:56:44",6.366,7755416
"29/09/2014","16:56:49",6.364,7755416
"29/09/2014","16:56:54",6.365,7755416
"29/09/2014","16:57:44",6.365,7755417
"29/09/2014","16:57:49",6.366,7755417
"29/09/2014","16:57:54",6.366,7755417
"29/09/2014","16:57:59",6.366,7755417
"29/09/2014","16:58:04",6.365,7755418
"29/09/2014","16:58:54",6.364,7755418
"29/09/2014","16:58:59",6.363,7755418
"29/09/2014","16:59:04",6.363,7755419
"29/09/2014","16:59:09",6.364,7755419
"29/09/2014","16:59:15",6.365,7755419
"29/09/2014","17:00:05",6.365,7755420
"29/09/2014","17:00:10",6.366,7755420
"29/09/2014","17:00:15",6.366,7755420
"29/09/2014","17:00:20",6.366,7755420
"29/09/2014","17:00:25",6.367,7755420
"29/09/2014","17:01:15",6.367,7755421
"29/09/2014","17:01:20",6.367,7755421
"29/09/2014","17:01:25",6.366,7755421
"29/09/2014","17:01:30",6.366,7755421
"29/09/2014","17:01:35",6.367,7755421
"29/09/2014","17:02:25",6.365,7755422
"29/09/2014","17:02:30",6.364,7755422
"29/09/2014","17:02:35",6.364,7755422
"29/09/2014","17:02:40",6.364,7755422
"29/09/2014","17:02:45",6.362,7755422
"29/09/2014","17:03:36",6.364,7755423
"29/09/2014","17:03:41",6.364,7755423
"29/09/2014","17:03:46",6.365,7755423
"29/09/2014","17:03:51",6.365,7755423
"29/09/2014","17:03:56",6.363,7755423
"29/09/2014","17:04:46",6.366,7755424
"29/09/2014","17:04:51",6.367,7755424
"29/09/2014","17:04:56",6.367,7755424
"29/09/2014","17:05:01",6.365,7755425
"29/09/2014","17:05:06",6.364,7755425
"29/09/2014","17:05:11",6.366,7755425
"29/09/2014","17:06:01",6.369,7755426
"29/09/2014","17:06:06",6.368,7755426
"29/09/2014","17:06:11",6.369,7755426
"29/09/2014","17:06:16",6.369,7755426
"29/09/2014","17:06:21",6.368,7755426
"29/09/2014","17:07:11",6.364,7755427
"29/09/2014","17:07:17",6.362,7755427
"29/09/2014","17:07:22",6.364,7755427
"29/09/2014","17:07:27",6.364,7755427
"29/09/2014","17:07:32",6.365,7755427
"29/09/2014","17:08:22",6.366,7755428
"29/09/2014","17:08:27",6.366,7755428
"29/09/2014","17:08:32",6.365,7755428
"29/09/2014","17:08:37",6.366,7755428
"29/09/2014","17:08:42",6.366,7755428
"29/09/2014","17:09:32",6.367,7755429
"29/09/2014","17:09:37",6.366,7755429
"29/09/2014","17:09:42",6.364,7755429
"29/09/2014","17:09:47",6.363,7755429
"29/09/2014","17:09:52",6.363,7755429
"29/09/2014","17:10:42",6.362,7755430
"29/09/2014","17:10:47",6.363,7755430
"29/09/2014","17:10:52",6.364,7755430
"29/09/2014","17:10:57",6.363,7755430
"29/09/2014","17:11:02",6.361,7755431
"29/09/2014","17:11:53",6.359,7755431
"29/09/2014","17:11:58",6.36,7755431
"29/09/2014","17:12:03",6.359,7755432
"29/09/2014","17:12:08",6.358,7755432
"29/09/2014","17:12:13",6.358,7755432
"29/09/2014","17:13:03",6.357,7755433
"29/09/2014","17:13:08",6.358,7755433
"29/09/2014","17:13:13",6.357,7755433
"29/09/2014","17:13:18",6.356,7755433
"29/09/2014","17:13:23",6.356,7755433
"29/09/2014","17:13:28",6.356,7755433
"29/09/2014","17:14:18",6.356,7755434
"29/09/2014","17:14:23",6.356,7755434
"29/09/2014","17:14:28",6.356,7755434
"29/09/2014","17:14:33",6.355,7755434
"29/09/2014","17:14:38",6.356,7755434
"29/09/2014","17:15:28",6.356,7755435
"29/09/2014","17:15:33",6.355,7755435
"29/09/2014","17:15:39",6.355,7755435
"29/09/2014","17:15:44",6.355,7755435
"29/09/2014","17:15:49",6.357,7755435
"29/09/2014","17:16:39",6.355,7755436
"29/09/2014","17:16:44",6.354,7755436
"29/09/2014","17:16:49",6.353,7755436
"29/09/2014","17:16:54",6.353,7755436
"29/09/2014","17:16:59",6.355,7755436
"29/09/2014","17:17:49",6.356,7755437
"29/09/2014","17:17:54",6.356,7755437
"29/09/2014","17:17:59",6.357,7755437
"29/09/2014","17:18:04",6.359,7755438
"29/09/2014","17:18:09",6.359,7755438
"29/09/2014","17:18:59",6.358,7755438
"29/09/2014","17:19:04",6.359,7755439
"29/09/2014","17:19:09",6.357,7755439
"29/09/2014","17:19:14",6.358,7755439
"29/09/2014","17:19:19",6.358,7755439
"29/09/2014","17:20:10",6.362,7755440
"29/09/2014","17:20:15",6.36,7755440
"29/09/2014","17:20:20",6.361,7755440
"29/09/2014","17:20:25",6.361,7755440
"29/09/2014","17:20:30",6.361,7755440
"29/09/2014","17:21:20",6.363,7755441
"29/09/2014","17:21:25",6.363,7755441
"29/09/2014","17:21:30",6.363,7755441
"29/09/2014","17:21:35",6.364,7755441
"29/09/2014","17:21:40",6.365,7755441
"29/09/2014","17:22:30",6.363,7755442
"29/09/2014","17:22:35",6.362,7755442
"29/09/2014","17:22:40",6.362,7755442
"29/09/2014","17:22:45",6.362,7755442
"29/09/2014","17:22:50",6.362,7755442
"29/09/2014","17:23:40",6.363,7755443
"29/09/2014","17:23:45",6.363,7755443
"29/09/2014","17:23:50",6.364,7755443
"29/09/2014","17:23:55",6.365,7755443
"29/09/2014","17:24:01",6.366,7755444
"29/09/2014","17:24:06",6.368,7755444
"29/09/2014","17:24:56",6.369,7755444
"29/09/2014","17:25:01",6.368,7755445
"29/09/2014","17:25:06",6.369,7755445
"29/09/2014","17:25:11",6.369,7755445
"29/09/2014","17:25:16",6.368,7755445
"29/09/2014","17:26:06",6.368,7755446
"29/09/2014","17:26:11",6.368,7755446
"29/09/2014","17:26:16",6.368,7755446
"29/09/2014","17:26:21",6.368,7755446
"29/09/2014","17:26:26",6.367,7755446
"29/09/2014","17:27:16",6.368,7755447
"29/09/2014","17:27:21",6.366,7755447
"29/09/2014","17:27:26",6.367,7755447
"29/09/2014","17:27:31",6.366,7755447
"29/09/2014","17:27:36",6.367,7755447
"29/09/2014","17:28:27",6.362,7755448
"29/09/2014","17:28:32",6.362,7755448
"29/09/2014","17:28:37",6.362,7755448
"29/09/2014","17:28:42",6.361,7755448
"29/09/2014","17:28:47",6.36,7755448
"29/09/2014","17:29:37",6.361,7755449
"29/09/2014","17:29:42",6.362,7755449
"29/09/2014","17:29:47",6.361,7755449
"29/09/2014","17:29:52",6.361,7755449
"29/09/2014","17:29:57",6.361,7755449
"29/09/2014","17:30:47",6.359,7755450
"29/09/2014","17:30:52",6.361,7755450
"29/09/2014","17:30:57",6.361,7755450
"29/09/2014","17:31:02",6.362,7755451
"29/09/2014","17:31:07",6.363,7755451
"29/09/2014","17:31:57",6.368,7755451
"29/09/2014","17:32:02",6.369,7755452
"29/09/2014","17:32:07",6.37,7755452
"29/09/2014","17:32:12",6.371,7755452
"29/09/2014","17:32:17",6.372,7755452
"29/09/2014","17:33:08",6.37,7755453
"29/09/2014","17:33:13",6.367,7755453
"29/09/2014","17:33:18",6.364,7755453
"29/09/2014","17:33:23",6.362,7755453
"29/09/2014","17:33:28",6.36,7755453
"29/09/2014","17:33:33",6.359,7755453
"29/09/2014","17:34:23",6.348,7755454
"29/09/2014","17:34:28",6.346,7755454
"29/09/2014","17:34:33",6.347,7755454
"29/09/2014","17:34:38",6.345,7755454
"29/09/2014","17:34:43",6.345,7755454
"29/09/2014","17:35:33",6.343,7755455
"29/09/2014","17:35:38",6.343,7755455
"29/09/2014","17:35:43",6.344,7755455
"29/09/2014","17:35:48",6.343,7755455
"29/09/2014","17:35:53",6.344,7755455
"29/09/2014","17:36:44",6.347,7755456
"29/09/2014","17:36:49",6.348,7755456
"29/09/2014","17:36:54",6.348,7755456
"29/09/2014","17:36:59",6.347,7755456
"29/09/2014","17:37:04",6.346,7755457
"29/09/2014","17:37:54",6.353,7755457
"29/09/2014","17:37:59",6.352,7755457
"29/09/2014","17:38:04",6.351,7755458
"29/09/2014","17:38:09",6.352,7755458
"29/09/2014","17:38:14",6.352,7755458
"29/09/2014","17:39:04",6.356,7755459
"29/09/2014","17:39:09",6.356,7755459
"29/09/2014","17:39:14",6.355,7755459
"29/09/2014","17:39:19",6.355,7755459
"29/09/2014","17:39:24",6.353,7755459
"29/09/2014","17:40:14",6.354,7755460
"29/09/2014","17:40:19",6.354,7755460
"29/09/2014","17:40:24",6.354,7755460
"29/09/2014","17:40:29",6.355,7755460
"29/09/2014","17:40:34",6.354,7755460
"29/09/2014","17:41:25",6.357,7755461
"29/09/2014","17:41:30",6.359,7755461
"29/09/2014","17:41:35",6.358,7755461
"29/09/2014","17:41:40",6.357,7755461
"29/09/2014","17:41:45",6.355,7755461
"29/09/2014","17:42:35",6.359,7755462
"29/09/2014","17:42:40",6.359,7755462
"29/09/2014","17:42:45",6.359,7755462
"29/09/2014","17:42:50",6.36,7755462
"29/09/2014","17:42:55",6.36,7755462
"29/09/2014","17:43:45",6.36,7755463
"29/09/2014","17:43:50",6.361,7755463
"29/09/2014","17:43:55",6.361,7755463
"29/09/2014","17:44:00",6.361,7755464
"29/09/2014","17:44:05",6.361,7755464
"29/09/2014","17:44:56",6.362,7755464
"29/09/2014","17:45:01",6.361,7755465
"29/09/2014","17:45:06",6.361,7755465
"29/09/2014","17:45:11",6.36,7755465
"29/09/2014","17:45:16",6.36,7755465
"29/09/2014","17:45:21",6.362,7755465
"29/09/2014","17:46:11",6.36,7755466
"29/09/2014","17:46:16",6.36,7755466
"29/09/2014","17:46:21",6.36,7755466
"29/09/2014","17:46:26",6.361,7755466
"29/09/2014","17:46:31",6.361,7755466
"29/09/2014","17:47:21",6.359,7755467
"29/09/2014","17:47:26",6.359,7755467
"29/09/2014","17:47:31",6.36,7755467
"29/09/2014","17:47:36",6.362,7755467
"29/09/2014","17:47:41",6.364,7755467
"29/09/2014","17:48:31",6.368,7755468
"29/09/2014","17:48:36",6.371,7755468
"29/09/2014","17:48:41",6.372,7755468
"29/09/2014","17:48:46",6.374,7755468
"29/09/2014","17:48:51",6.375,7755468
"29/09/2014","17:49:42",6.373,7755469
"29/09/2014","17:49:47",6.373,7755469
"29/09/2014","17:49:52",6.374,7755469
"29/09/2014","17:49:57",6.374,7755469
"29/09/2014","17:50:02",6.378,7755470
"29/09/2014","17:50:52",6.385,7755470
"29/09/2014","17:50:57",6.383,7755470
"29/09/2014","17:51:02",6.385,7755471
"29/09/2014","17:51:07",6.385,7755471
"29/09/2014","17:51:12",6.384,7755471
"29/09/2014","17:52:02",6.378,7755472
"29/09/2014","17:52:07",6.379,7755472
"29/09/2014","17:52:12",6.38,7755472
"29/09/2014","17:52:17",6.381,7755472
"29/09/2014","17:52:22",6.381,7755472
"29/09/2014","17:53:13",6.38,7755473
"29/09/2014","17:53:18",6.38,7755473
"29/09/2014","17:53:23",6.381,7755473
"29/09/2014","17:53:28",6.382,7755473
"29/09/2014","17:53:33",6.383,7755473
"29/09/2014","17:54:23",6.403,7755474
"29/09/2014","17:54:28",6.403,7755474
"29/09/2014","17:54:33",6.402,7755474
"29/09/2014","17:54:38",6.402,7755474
"29/09/2014","17:54:43",6.401,7755474
"29/09/2014","17:55:33",6.427,7755475
"29/09/2014","17:55:38",6.426,7755475
"29/09/2014","17:55:43",6.425,7755475
"29/09/2014","17:55:48",6.426,7755475
"29/09/2014","17:55:53",6.429,7755475
